image,label
/home/piai/ActionAI_dataset/certification/85.jpg,certification
/home/piai/ActionAI_dataset/certification/112.jpg,certification
/home/piai/ActionAI_dataset/certification/32.jpg,certification
/home/piai/ActionAI_dataset/certification/95.jpg,certification
/home/piai/ActionAI_dataset/certification/327.jpg,certification
/home/piai/ActionAI_dataset/certification/22.jpg,certification
/home/piai/ActionAI_dataset/certification/256.jpg,certification
/home/piai/ActionAI_dataset/certification/248.jpg,certification
/home/piai/ActionAI_dataset/certification/362.jpg,certification
/home/piai/ActionAI_dataset/certification/268.jpg,certification
/home/piai/ActionAI_dataset/certification/47.jpg,certification
/home/piai/ActionAI_dataset/certification/378.jpg,certification
/home/piai/ActionAI_dataset/certification/233.jpg,certification
/home/piai/ActionAI_dataset/certification/136.jpg,certification
/home/piai/ActionAI_dataset/certification/5.jpg,certification
/home/piai/ActionAI_dataset/certification/84.jpg,certification
/home/piai/ActionAI_dataset/certification/14.jpg,certification
/home/piai/ActionAI_dataset/certification/34.jpg,certification
/home/piai/ActionAI_dataset/certification/330.jpg,certification
/home/piai/ActionAI_dataset/certification/246.jpg,certification
/home/piai/ActionAI_dataset/certification/20.jpg,certification
/home/piai/ActionAI_dataset/certification/28.jpg,certification
/home/piai/ActionAI_dataset/certification/271.jpg,certification
/home/piai/ActionAI_dataset/certification/45.jpg,certification
/home/piai/ActionAI_dataset/certification/145.jpg,certification
/home/piai/ActionAI_dataset/certification/94.jpg,certification
/home/piai/ActionAI_dataset/certification/3.jpg,certification
/home/piai/ActionAI_dataset/certification/19.jpg,certification
/home/piai/ActionAI_dataset/certification/320.jpg,certification
/home/piai/ActionAI_dataset/certification/247.jpg,certification
/home/piai/ActionAI_dataset/certification/361.jpg,certification
/home/piai/ActionAI_dataset/certification/185.jpg,certification
/home/piai/ActionAI_dataset/certification/347.jpg,certification
/home/piai/ActionAI_dataset/certification/78.jpg,certification
/home/piai/ActionAI_dataset/certification/236.jpg,certification
/home/piai/ActionAI_dataset/certification/25.jpg,certification
/home/piai/ActionAI_dataset/certification/53.jpg,certification
/home/piai/ActionAI_dataset/certification/54.jpg,certification
/home/piai/ActionAI_dataset/certification/18.jpg,certification
/home/piai/ActionAI_dataset/certification/282.jpg,certification
/home/piai/ActionAI_dataset/certification/48.jpg,certification
/home/piai/ActionAI_dataset/certification/30.jpg,certification
/home/piai/ActionAI_dataset/certification/366.jpg,certification
/home/piai/ActionAI_dataset/certification/355.jpg,certification
/home/piai/ActionAI_dataset/certification/89.jpg,certification
/home/piai/ActionAI_dataset/certification/93.jpg,certification
/home/piai/ActionAI_dataset/certification/244.jpg,certification
/home/piai/ActionAI_dataset/certification/231.jpg,certification
/home/piai/ActionAI_dataset/certification/127.jpg,certification
/home/piai/ActionAI_dataset/certification/73.jpg,certification
/home/piai/ActionAI_dataset/certification/210.jpg,certification
/home/piai/ActionAI_dataset/certification/154.jpg,certification
/home/piai/ActionAI_dataset/certification/15.jpg,certification
/home/piai/ActionAI_dataset/certification/290.jpg,certification
/home/piai/ActionAI_dataset/certification/50.jpg,certification
/home/piai/ActionAI_dataset/certification/11.jpg,certification
/home/piai/ActionAI_dataset/certification/286.jpg,certification
/home/piai/ActionAI_dataset/certification/37.jpg,certification
/home/piai/ActionAI_dataset/certification/235.jpg,certification
/home/piai/ActionAI_dataset/certification/250.jpg,certification
/home/piai/ActionAI_dataset/certification/71.jpg,certification
/home/piai/ActionAI_dataset/certification/264.jpg,certification
/home/piai/ActionAI_dataset/certification/41.jpg,certification
/home/piai/ActionAI_dataset/certification/223.jpg,certification
/home/piai/ActionAI_dataset/certification/44.jpg,certification
/home/piai/ActionAI_dataset/certification/260.jpg,certification
/home/piai/ActionAI_dataset/certification/59.jpg,certification
/home/piai/ActionAI_dataset/certification/24.jpg,certification
/home/piai/ActionAI_dataset/certification/287.jpg,certification
/home/piai/ActionAI_dataset/certification/240.jpg,certification
/home/piai/ActionAI_dataset/certification/289.jpg,certification
/home/piai/ActionAI_dataset/certification/229.jpg,certification
/home/piai/ActionAI_dataset/certification/139.jpg,certification
/home/piai/ActionAI_dataset/certification/1.jpg,certification
/home/piai/ActionAI_dataset/certification/26.jpg,certification
/home/piai/ActionAI_dataset/certification/245.jpg,certification
/home/piai/ActionAI_dataset/certification/75.jpg,certification
/home/piai/ActionAI_dataset/certification/82.jpg,certification
/home/piai/ActionAI_dataset/certification/253.jpg,certification
/home/piai/ActionAI_dataset/certification/297.jpg,certification
/home/piai/ActionAI_dataset/certification/261.jpg,certification
/home/piai/ActionAI_dataset/certification/311.jpg,certification
/home/piai/ActionAI_dataset/certification/39.jpg,certification
/home/piai/ActionAI_dataset/certification/8.jpg,certification
/home/piai/ActionAI_dataset/certification/237.jpg,certification
/home/piai/ActionAI_dataset/certification/371.jpg,certification
/home/piai/ActionAI_dataset/certification/77.jpg,certification
/home/piai/ActionAI_dataset/certification/65.jpg,certification
/home/piai/ActionAI_dataset/certification/317.jpg,certification
/home/piai/ActionAI_dataset/certification/100.jpg,certification
/home/piai/ActionAI_dataset/certification/314.jpg,certification
/home/piai/ActionAI_dataset/certification/328.jpg,certification
/home/piai/ActionAI_dataset/certification/23.jpg,certification
/home/piai/ActionAI_dataset/certification/258.jpg,certification
/home/piai/ActionAI_dataset/certification/190.jpg,certification
/home/piai/ActionAI_dataset/certification/279.jpg,certification
/home/piai/ActionAI_dataset/certification/92.jpg,certification
/home/piai/ActionAI_dataset/certification/21.jpg,certification
/home/piai/ActionAI_dataset/certification/266.jpg,certification
/home/piai/ActionAI_dataset/certification/90.jpg,certification
/home/piai/ActionAI_dataset/certification/36.jpg,certification
/home/piai/ActionAI_dataset/certification/188.jpg,certification
/home/piai/ActionAI_dataset/certification/156.jpg,certification
/home/piai/ActionAI_dataset/certification/16.jpg,certification
/home/piai/ActionAI_dataset/certification/113.jpg,certification
/home/piai/ActionAI_dataset/certification/278.jpg,certification
/home/piai/ActionAI_dataset/certification/234.jpg,certification
/home/piai/ActionAI_dataset/certification/255.jpg,certification
/home/piai/ActionAI_dataset/certification/265.jpg,certification
/home/piai/ActionAI_dataset/certification/241.jpg,certification
/home/piai/ActionAI_dataset/certification/257.jpg,certification
/home/piai/ActionAI_dataset/certification/360.jpg,certification
/home/piai/ActionAI_dataset/certification/356.jpg,certification
/home/piai/ActionAI_dataset/certification/6.jpg,certification
/home/piai/ActionAI_dataset/certification/149.jpg,certification
/home/piai/ActionAI_dataset/certification/341.jpg,certification
/home/piai/ActionAI_dataset/certification/12.jpg,certification
/home/piai/ActionAI_dataset/certification/142.jpg,certification
/home/piai/ActionAI_dataset/certification/259.jpg,certification
/home/piai/ActionAI_dataset/certification/157.jpg,certification
/home/piai/ActionAI_dataset/certification/120.jpg,certification
/home/piai/ActionAI_dataset/certification/252.jpg,certification
/home/piai/ActionAI_dataset/certification/274.jpg,certification
/home/piai/ActionAI_dataset/certification/369.jpg,certification
/home/piai/ActionAI_dataset/certification/126.jpg,certification
/home/piai/ActionAI_dataset/certification/2.jpg,certification
/home/piai/ActionAI_dataset/certification/51.jpg,certification
/home/piai/ActionAI_dataset/certification/349.jpg,certification
/home/piai/ActionAI_dataset/certification/4.jpg,certification
/home/piai/ActionAI_dataset/certification/106.jpg,certification
/home/piai/ActionAI_dataset/certification/346.jpg,certification
/home/piai/ActionAI_dataset/certification/7.jpg,certification
/home/piai/ActionAI_dataset/certification/55.jpg,certification
/home/piai/ActionAI_dataset/certification/242.jpg,certification
/home/piai/ActionAI_dataset/certification/56.jpg,certification
/home/piai/ActionAI_dataset/certification/262.jpg,certification
/home/piai/ActionAI_dataset/certification/10.jpg,certification
/home/piai/ActionAI_dataset/certification/329.jpg,certification
/home/piai/ActionAI_dataset/certification/81.jpg,certification
/home/piai/ActionAI_dataset/certification/118.jpg,certification
/home/piai/ActionAI_dataset/certification/68.jpg,certification
/home/piai/ActionAI_dataset/certification/334.jpg,certification
/home/piai/ActionAI_dataset/certification/251.jpg,certification
/home/piai/ActionAI_dataset/certification/232.jpg,certification
/home/piai/ActionAI_dataset/certification/353.jpg,certification
/home/piai/ActionAI_dataset/certification/9.jpg,certification
/home/piai/ActionAI_dataset/certification/263.jpg,certification
/home/piai/ActionAI_dataset/certification/134.jpg,certification
/home/piai/ActionAI_dataset/certification/87.jpg,certification
/home/piai/ActionAI_dataset/certification/238.jpg,certification
/home/piai/ActionAI_dataset/certification/358.jpg,certification
/home/piai/ActionAI_dataset/certification/74.jpg,certification
/home/piai/ActionAI_dataset/certification/171.jpg,certification
/home/piai/ActionAI_dataset/certification/326.jpg,certification
/home/piai/ActionAI_dataset/certification/38.jpg,certification
/home/piai/ActionAI_dataset/certification/359.jpg,certification
/home/piai/ActionAI_dataset/certification/243.jpg,certification
/home/piai/ActionAI_dataset/certification/275.jpg,certification
/home/piai/ActionAI_dataset/certification/35.jpg,certification
/home/piai/ActionAI_dataset/certification/91.jpg,certification
/home/piai/ActionAI_dataset/certification/13.jpg,certification
/home/piai/ActionAI_dataset/certification/42.jpg,certification
/home/piai/ActionAI_dataset/certification/49.jpg,certification
/home/piai/ActionAI_dataset/certification/239.jpg,certification
/home/piai/ActionAI_dataset/certification/29.jpg,certification
/home/piai/ActionAI_dataset/certification/249.jpg,certification
/home/piai/ActionAI_dataset/certification/40.jpg,certification
/home/piai/ActionAI_dataset/certification/365.jpg,certification
/home/piai/ActionAI_dataset/certification/354.jpg,certification
/home/piai/ActionAI_dataset/certification/254.jpg,certification
/home/piai/ActionAI_dataset/certification/184.jpg,certification
/home/piai/ActionAI_dataset/certification/17.jpg,certification
